,name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
10,"!READY?, LLC",2823270,us_ny,2002-10-16,,DOMESTIC LIMITED LIABILITY COMPANY,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=2823270&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,False,Active,2013-08-18T11:11:33+00:00,2025-02-19T11:15:57+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/2823270,"[{'company_name': '!READY?, LLC', 'start_date': '2002-10-16'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=2823270&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': '122 WESTBOURNE LANE, APT. 1224', 'locality': 'ITHACA', 'region': 'NY', 'postal_code': '14850', 'country': 'United States'}","122 WESTBOURNE LANE, APT. 1224, ITHACA, NY, 14850",[],,
11,!SVA TRANSPORTATION INC.,7401355,us_ny,2024-08-20,,DOMESTIC BUSINESS CORPORATION,https://apps.dos.ny.gov/publicInquiry/,,,False,Active,2024-08-27T19:32:36+00:00,2025-02-17T09:56:09+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/7401355,[],[],"{'publisher': 'New York Department of State', 'url': 'https://apps.dos.ny.gov/publicInquiry/', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': '2512 OCEAN PARKWAY, APT 1, 2ND FL', 'locality': 'BROOKLYN', 'region': 'NY', 'postal_code': '11235', 'country': 'United States'}","2512 OCEAN PARKWAY, APT 1, 2ND FL, BROOKLYN, NY, 11235",[],,
12,""" ""E"" TEA DISTRIBUTORS, LLC""",3688831,us_ny,2008-06-24,,FOREIGN LIMITED LIABILITY COMPANY,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=3688831&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,F,branch of an out-of-jurisdiction company,False,Active,2013-08-15T13:38:04+00:00,2025-02-19T02:50:23+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/3688831,"[{'company_name': '"" ""E"" TEA DISTRIBUTORS, LLC""', 'start_date': '2008-06-24'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=3688831&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': 'ATTN: A. R. SAMI, 309 WEST 136 STREET', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10030', 'country': 'United States'}","ATTN: A. R. SAMI, 309 WEST 136 STREET, NEW YORK, NY, 10030",[],,
13,""" 16"" ENTERPRISES, INC.",144144,us_ny,1962-01-08,,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=144144&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,False,Active,2013-08-13T23:31:45+00:00,2025-02-19T22:48:26+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/144144,"[{'company_name': '"" 16"" ENTERPRISES, INC.', 'start_date': '1962-01-08'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=144144&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': '40 EXCHANGE PL.', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10005', 'country': 'United States'}","40 EXCHANGE PL., NEW YORK, NY, 10005",[],,
14,""" 1ST AND 10"" CLUB, INC.",312715,us_ny,1971-08-10,1994-05-19,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=312715&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,True,Inactive   Dissolution,2013-08-31T16:12:30+00:00,2017-10-19T06:28:44+00:00,2016-08-17T04:15:03+00:00,https://opencorporates.com/companies/us_ny/312715,"[{'company_name': '"" 1ST AND 10"" CLUB, INC.', 'start_date': '1971-08-10'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=312715&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2016-08-17T04:15:03+00:00'}","{'street_address': 'CY ROSMAN, 629 FIFTH AVENUE, PELHAM, NEW YORK, 10803', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","CY ROSMAN, 629 FIFTH AVENUE, PELHAM, NEW YORK, 10803",[],,
15,""" 2001"" CONSULTANTS & GRANTS WRITERS, INC.",663257,us_ny,1980-11-17,1992-09-23,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=663257&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,True,Inactive   Dissolution By Proclamation / Annulment Of Authority,2013-08-31T21:14:43+00:00,2016-07-07T11:07:45+00:00,2016-07-06T00:12:06+00:00,https://opencorporates.com/companies/us_ny/663257,"[{'company_name': '"" 2001"" CONSULTANTS & GRANTS WRITERS, INC.', 'start_date': '1980-11-17'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=663257&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2016-07-06T00:12:06+00:00'}","{'street_address': '948 ROUTE 32, HIGHLAND MILLS, NEW YORK, 10930', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","948 ROUTE 32, HIGHLAND MILLS, NEW YORK, 10930",[],,
16,""" 21"" BRANDS, INC.",45912,us_ny,1933-11-17,,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=45912&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,False,Active,2013-08-13T23:51:36+00:00,2025-02-19T23:49:55+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/45912,"[{'company_name': '"" 21"" BRANDS, INC.', 'start_date': '1933-11-17'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=45912&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': '28 LIBERTY ST.', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10005', 'country': 'United States'}","28 LIBERTY ST., NEW YORK, NY, 10005",[],,
17,""" 21"" CLUB SELECTED ITEMS, LTD.",141303,us_ny,1961-09-28,1989-08-08,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=141303&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,True,Inactive   Dissolution,2013-08-31T13:57:57+00:00,2016-09-19T07:34:31+00:00,2016-09-17T02:19:44+00:00,https://opencorporates.com/companies/us_ny/141303,"[{'company_name': '"" 21"" CLUB SELECTED ITEMS, LTD.', 'start_date': '1961-10-06'}, {'company_name': '"" 21"" CLUB SELECTIVE TOBACCO, INC.', 'start_date': '1961-09-28'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=141303&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2016-09-17T02:19:44+00:00'}","{'street_address': '% CARRO & SPANBOCK, ESQS., 10 E. 40TH ST., NEW YORK, NEW YORK, 10016', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","% CARRO & SPANBOCK, ESQS., 10 E. 40TH ST., NEW YORK, NEW YORK, 10016",[],,
18,""" 21"" MANAGEMENT COMPANY, INC.",399111,us_ny,1976-05-06,1982-12-02,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=399111&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,True,Inactive   Dissolution,2013-08-31T17:18:58+00:00,2016-08-25T03:56:57+00:00,2016-08-24T02:14:23+00:00,https://opencorporates.com/companies/us_ny/399111,"[{'company_name': '"" 21"" MANAGEMENT COMPANY, INC.', 'start_date': '1980-08-18'}, {'company_name': '"" 21"" MANAGEMENT CONSULTANTS, INC.', 'start_date': '1976-05-06'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=399111&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2016-08-24T02:14:23+00:00'}","{'street_address': 'CARRO SPANBOCK LONDIN RODMAN & FASS, 10 E. 40TH ST., NEW YORK, NEW YORK, 10016', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","CARRO SPANBOCK LONDIN RODMAN & FASS, 10 E. 40TH ST., NEW YORK, NEW YORK, 10016",[],,
19,""" 225"" ASSOCIATES, INC.",36573,us_ny,1932-05-20,,DOMESTIC NOT-FOR-PROFIT CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=36573&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,False,Active,2013-08-13T23:54:11+00:00,2025-02-19T23:51:26+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/36573,"[{'company_name': '"" 225"" ASSOCIATES, INC.', 'start_date': '1932-05-20'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=36573&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': 'NONE', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}",NONE,[],,
20,""" 23RD"" SOCIAL CLUB, INC.",110654,us_ny,1958-04-28,,DOMESTIC NOT-FOR-PROFIT CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=110654&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,False,Active,2013-08-13T23:59:41+00:00,2025-02-19T23:03:15+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/110654,"[{'company_name': '"" 23RD"" SOCIAL CLUB, INC.', 'start_date': '1958-04-28'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=110654&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': 'NONE', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}",NONE,[],,
21,""" 3"" GUYS DISCOUNT STORES OF NOSTRAND AVE. INC.",635387,us_ny,1980-06-24,1991-09-25,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=635387&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,True,Inactive   Dissolution By Proclamation / Annulment Of Authority,2013-08-31T20:48:26+00:00,2016-07-07T09:25:35+00:00,2016-07-05T23:50:09+00:00,https://opencorporates.com/companies/us_ny/635387,"[{'company_name': '"" 3"" GUYS DISCOUNT STORES OF NOSTRAND AVE. INC.', 'start_date': '1980-06-24'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=635387&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2016-07-05T23:50:09+00:00'}","{'street_address': 'ISAAC ABADY, 1850 NOSTRAND AVE., BROOKLYN, NEW YORK, 11226', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","ISAAC ABADY, 1850 NOSTRAND AVE., BROOKLYN, NEW YORK, 11226",[],,
22,""" 300"" BLOCK ASSOCIATION OF WEST 139TH STREET, INC.",820973,us_ny,1983-02-08,,DOMESTIC NOT-FOR-PROFIT CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=820973&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,False,Active,2013-08-14T00:21:57+00:00,2025-02-19T20:36:43+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/820973,"[{'company_name': '"" 300"" BLOCK ASSOCIATION OF WEST 139TH STREET, INC.', 'start_date': '1983-02-08'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=820973&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': '312 WEST 139 STREET', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10030', 'country': 'United States'}","312 WEST 139 STREET, NEW YORK, NY, 10030",[],,
23,""" 495"" EXPRESSWAY PLUMBING & HEATING, INC.",1044270,us_ny,1985-12-18,1993-06-23,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=1044270&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,True,Inactive   Dissolution By Proclamation / Annulment Of Authority,2013-09-01T10:33:33+00:00,2016-07-06T20:47:16+00:00,2016-07-05T07:43:21+00:00,https://opencorporates.com/companies/us_ny/1044270,"[{'company_name': '"" 495"" EXPRESSWAY PLUMBING & HEATING, INC.', 'start_date': '1985-12-18'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=1044270&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2016-07-05T07:43:21+00:00'}","{'street_address': '186 AMERICAN BLVD, BRENTWOOD, NEW YORK, 11717', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","186 AMERICAN BLVD, BRENTWOOD, NEW YORK, 11717",[],,
24,""" 575"" & COMPANY INC.",1404604,us_ny,1989-12-05,,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=1404604&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,False,Active,2013-08-14T01:53:57+00:00,2025-02-19T18:54:13+00:00,2025-02-10T12:37:22+00:00,https://opencorporates.com/companies/us_ny/1404604,"[{'company_name': '"" 575"" & COMPANY INC.', 'start_date': '1989-12-05'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=1404604&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2025-02-10T12:37:22+00:00'}","{'street_address': '1650 SYCAMORE AVE SUITE 15', 'locality': 'BOHEMIA', 'region': 'NY', 'postal_code': '11716', 'country': 'United States'}","1650 SYCAMORE AVE SUITE 15, BOHEMIA, NY, 11716",[],,
25,""" 7"" SPRINGS WATER CO., INC.",530633,us_ny,1979-01-03,1988-11-28,DOMESTIC BUSINESS CORPORATION,https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=530633&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0,,,True,Inactive   Dissolution,2013-08-31T19:14:26+00:00,2016-09-03T10:40:18+00:00,2016-09-01T07:22:03+00:00,https://opencorporates.com/companies/us_ny/530633,"[{'company_name': '"" 7"" SPRINGS WATER CO., INC.', 'start_date': '1979-01-03'}]",[],"{'publisher': 'New York Department of State', 'url': 'https://appext20.dos.ny.gov/corp_public/CORPSEARCH.ENTITY_INFORMATION?p_nameid=0&p_corpid=530633&p_entity_name=%25&p_name_type=%25&p_search_type=BEGINS&p_srch_results_page=0', 'retrieved_at': '2016-09-01T07:22:03+00:00'}","{'street_address': '56 HARVESTER AVE, BATAVIA, NEW YORK, 14020', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","56 HARVESTER AVE, BATAVIA, NEW YORK, 14020",[],,
